query,source,doi,title,year,venue,authors,abstract,url,problem_claimed,mechanism,hidden_assumptions,fixed_variables,failure_modes,novelty_effect,open_questions
place recognition dynamic environment robotics,crossref,10.4018/978-1-4666-4940-8.ch002,Pattern Recognition and Robotics,2014,"Advances in Information Security, Privacy, and Ethics Advances in Secure Computing, Internet Services, and Applications","Geethanjali, P.","During the last few decades, there has been a considerable growth of interest in pattern recognition in the field of robotics. An application of pattern recognition in robotics includes mobile robots and service robots. Visual and signal recognition of patterns enables the robots to perform a variety of tasks such as object and target recognition, navigation, grasping, and manipulation, assisting physically challenged people. This chapter surveys trends in robotics with pattern recognition that focuses more on the interaction between robot assistive device and human with signal pattern recognition. This interaction helps to enhance the capability of people in rehabilitation and in the field of medicine. Finally, this chapter includes the application of pattern recognition in the development of a prosthetic hand.",https://doi.org/10.4018/978-1-4666-4940-8.ch002,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1117/12.497020,Adaptive recognition under static and dynamic environment assumptions,2003,"SPIE Proceedings Algorithms and Technologies for Multispectral, Hyperspectral, and Ultraspectral Imagery IX","Koltunov, Alexander, Koltunov, Joseph, Ben-Dor, Eyal",,https://doi.org/10.1117/12.497020,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/s11263-013-0648-6,Generative Methods for Long-Term Place Recognition in Dynamic Scenes,2013,International Journal of Computer Vision,"Johns, Edward, Yang, Guang-Zhong",,https://doi.org/10.1007/s11263-013-0648-6,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1049/cvi2.12041,Tracking‐DOSeqSLAM: A dynamic sequence‐based visual place recognition paradigm,2021,IET Computer Vision,"Tsintotas, Konstantinos A., Bampis, Loukas, Gasteratos, Antonios, ","Abstract Simultaneous localization and mapping (SLAM) refers to a process that permits a mobile robot to build up a map of the environment and, at the same time, to use it to compute its location. One of its most important components is its ability to associate the most recently perceived visual measurement to the one derived from previsited locations, a technique widely known as loop closure detection. In this article, we evolve our previous approach, dubbed as ‘DOSeqSLAM’ by presenting a low complexity loop closure detection pipeline wherein the traversed trajectory (map) is represented by sequence‐based locations (submaps). Each of these groups of images, referred to as place, is generated online through a point tracking repeatability check employed on the perceived visual sensory information. When querying the database, the proper candidate place is selected and, through an image‐to‐image search, the appropriate location is chosen. The method is subjected to an extensive evaluation on seven publicly available datasets, revealing a substantial improvement in computational complexity and performance over its predecessors, while performing favourably against other state‐of‐the art solutions. The system’s effectiveness is owed to the reduced number of places, which, compared to the original approach, is at least one order of magnitude less.",https://doi.org/10.1049/cvi2.12041,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; map updates are sufficiently local and observable from sensors; training/test appearance distributions overlap,sensor noise model,domain shift causes missed matches; false alarms from temporary clutter; sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1049/el.2017.0037,Dynamic programming approach to visual place recognition in changing environments,2017,Electronics Letters,"Oh, J.H., Lee, B.H.","Recognising places under extreme perceptual changes is a challenging problem. A new dynamic programming method to align sequences of image features extracted from a deep convolutional auto‐encoder to efficiently solve this problem is proposed. As this method considers not only environmental variations, but also the motion constraint of the mobile robot, places from changing environment can be successfully recognised by finding the most likely path sequence. Experimental results show improved precision–recall performance compared with other algorithms.",https://doi.org/10.1049/el.2017.0037,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,planner and cost function,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.7210/jrsj.7.87,Space environment and robotics.,1989,Journal of the Robotics Society of Japan,"MACHIDA, Kazuo",,https://doi.org/10.7210/jrsj.7.87,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/b978-0-12-815367-3.00003-7,Robotics to support aging in place,2020,Living with Robots,"Mois, George, Beer, Jenay M.",,https://doi.org/10.1016/b978-0-12-815367-3.00003-7,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.oceaneng.2025.123034,Marine robotics research for ocean observation in extreme dynamic environment: A review,2025,Ocean Engineering,"Chen, Zhier, Zhang, Xingjian, Yu, Jiancheng, Ren, Kai, Li, Hongbo",,https://doi.org/10.1016/j.oceaneng.2025.123034,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1080/095372898233560,A simulated annealing heuristic for robotics assembly using the dynamic pick-and-place model,1998,Production Planning &amp; Control,"Su, Chao-Ton, Fu, Hsin-Pin",,https://doi.org/10.1080/095372898233560,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/ahs.2019.00011,Visual Place Recognition for Aerial Robotics: Exploring Accuracy-Computation Trade-off for Local Image Descriptors,2019,2019 NASA/ESA Conference on Adaptive Hardware and Systems (AHS),"Ferrarini, Bruno, Waheed, Maria, Waheed, Sania, Ehsan, Shoaib, Milford, Michael, McDonald-Maier, Klaus D.",,https://doi.org/10.1109/ahs.2019.00011,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/mc.2015.354,Dynamic Variability Meets Robotics,2015,Computer,"Brugali, Davide, Capilla, Rafael, Hinchey, Mike",,https://doi.org/10.1109/mc.2015.354,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.36948/ijfmr.2023.v05i05.7913,Robotics based Mind Recognition System,2023,International Journal For Multidisciplinary Research,"-, S.Chitra","Minds are constituted by conscious experience and intelligent thought. Common attributes of mind include perception, reason, imagination, memory, emotion, attention, free-will and a capacity for communication. Some psychologists argue that only the ""higher"" intellectual functions constitute mind, particularly reason and memory. In this view the emotions—love, hate, fear, joy—are more primitive or subjective in nature and should be seen as different from the mind as such. In popular usage mind is frequently synonymous with thought: the private conversation with ourselves that we carry on ""inside our heads."" Thus we ""make up our minds,"" ""change our minds"" or are ""of two minds"" about something. One of the key attributes of the mind in this sense is that it is a private sphere to which no one but the owner has access. No one else can ""know our mind."" They can only interpret what we consciously or unconsciously communicate.",https://doi.org/10.36948/ijfmr.2023.v05i05.7913,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.patrec.2021.11.014,Discriminative and semantic feature selection for place recognition towards dynamic environments,2022,Pattern Recognition Letters,"Tian, Yuxin, Miao, Jinyu, Wu, Xingming, Yue, Haosong, Liu, Zhong, Chen, Weihai",,https://doi.org/10.1016/j.patrec.2021.11.014,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/lfa.1988.24950,Intelligent robotics: recognition and reasoning,None,[Proceedings] 1988 IEEE Workshop on Languages for Automation@m_Symbiotic and Intelligent Robotics,"Ligomenides, P.A.",,https://doi.org/10.1109/lfa.1988.24950,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-3-031-78341-8_21,Infrared Database for Gait Recognition in Dynamic Outdoor Environment,2024,Lecture Notes in Computer Science Pattern Recognition,"Nahar, Sonam, Mahmoodi, Sasan",,https://doi.org/10.1007/978-3-031-78341-8_21,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-981-96-6582-2_24,Dynamic Sign Language Recognition Through an Augmented Reality Environment,2025,Lecture Notes in Computer Science Neural Information Processing,"Sneha, Nikhil Anil, Shahamiri, Seyed Reza, Giacaman, Nasser",,https://doi.org/10.1007/978-981-96-6582-2_24,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/icras.2017.8071933,Bio-inspired place recognition with dynamic growing self-organizing neural network,2017,2017 International Conference on Robotics and Automation Sciences (ICRAS),"Chen, MengYuan, Xu, Tong",,https://doi.org/10.1109/icras.2017.8071933,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/3dv.2014.36,Placeless Place-Recognition,2014,2014 2nd International Conference on 3D Vision,"Lynen, Simon, Bosse, Michael, Furgale, Paul, Siegwart, Roland",,https://doi.org/10.1109/3dv.2014.36,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-3-031-47457-6_32,Education Robotics in Virtual Environment,2023,"Lecture Notes in Networks and Systems Proceedings of the Future Technologies Conference (FTC) 2023, Volume 3","Stoffova, Veronika, Hyksova, Hana",,https://doi.org/10.1007/978-3-031-47457-6_32,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1299/jsmermd.2012._1p1-b06_1,1P1-B06 Topic Model based Clothes Recognition in Daily Living Environment(Intelligent Robotics Space),2012,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),"SAKURAI, Ryuhei, LEE, Joo-Ho",,https://doi.org/10.1299/jsmermd.2012._1p1-b06_1,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.12681/eadd/43971,Hardware accelerated visual place recognition based on image and sequence descriptors for real-time robotics applications,None,,"Μπάμπης, Λουκάς","Η παρούσα διδακτορική διατριβή αναφέρεται σε μεθόδους αναγνώρισης περιοχών για ρομποτικές εφαρμογές πραγματικού χρόνου. Συγκεκριμένα, περιγράφει νέες τεχνικές κατά τις οποίες η αναγνώριση γνωστών περιοχών επιτυγχάνεται μέσω πολλαπλών εικόνων και συνδυασμό σημείων ενδιαφέροντος για βελτίωση των αποτελεσμάτων μηχανισμών χαρτογράφησης.",https://doi.org/10.12681/eadd/43971,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.jviscsurg.2012.07.002,The place of robotics in gynecologic surgery,2012,Journal of Visceral Surgery,"Quemener, J., Boulanger, L., Rubod, C., Cosson, M., Vinatier, D., Collinet, P.",,https://doi.org/10.1016/j.jviscsurg.2012.07.002,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.5772/5748,Robustness of Visual Place Cells in Dynamic Indoor and Outdoor Environment,2006,International Journal of Advanced Robotic Systems,"Giovannangeli, C., Gaussier, P., Banquet, J.P.","In this paper, a model of visual place cells (PCs) based on precise neurobiological data is presented. The robustness of the model in real indoor and outdoor environments is tested. Results show that the interplay between neurobiological modelling and robotic experiments can promote the understanding of the neural structures and the achievement of robust robot navigation algorithms. Short Term Memory (STM), soft competition and sparse coding are important for both landmark identification and computation of PC activities. The extension of the paradigm to outdoor environments has confirmed the robustness of the vision-based model and pointed to improvements in order to further foster its performance.",https://doi.org/10.5772/5748,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,planner and cost function,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.4018/jte.2012040103,"Robotics, Ethics, and the Environment",2012,International Journal of Technoethics,"Borenstein, Jason","As robots become more pervasive and take on an ever-growing number of tasks, exploring ethical issues relating to the technology takes on increasing importance. Specifically, the manufacturing and sale of personal service robots could be severely detrimental to the environment. Ideally, members of the robotics community would develop a comprehensive awareness of the complex ethical and environmental consequences emerging from their design pathways before historical patterns are repeated.",https://doi.org/10.4018/jte.2012040103,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.2139/ssrn.5392664,Hvlad: Point Cloud Based Large-Scale Place Recognition Network in Dusty Environment,2025,,"Zhang, Lunhui, Liu, Guangjun, Jia, Liang-Jiu, Xia, Zongjun, Li, Bi, Liu, Qing",,https://doi.org/10.2139/ssrn.5392664,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/icra.2011.5980533,The Tekkotsu robotics development environment,2011,2011 IEEE International Conference on Robotics and Automation,"Tira-Thompson, Ethan, Touretzky, David S.",,https://doi.org/10.1109/icra.2011.5980533,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/iciea.2017.8283155,A neural network based place recognition technique for a crowded indoor environment,2017,2017 12th IEEE Conference on Industrial Electronics and Applications (ICIEA),"Perera, Asok, Ranasinghe, Ravindra, Dissanayake, Gamini",,https://doi.org/10.1109/iciea.2017.8283155,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/itaic58329.2023.10408790,Visual Place Recognition for Water Environment Based on Semantic and Sequential Constrains,2023,2023 IEEE 11th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),"Zhou, Rundong, Gao, Yulong, Wang, Yang",,https://doi.org/10.1109/itaic58329.2023.10408790,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.4324/9781003221555-5,Environment and place,2022,Sustainable Places,"Adamson, David, Axinte, Lorena, Lang, Mark, Marsden, Terry",,https://doi.org/10.4324/9781003221555-5,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/robot.2008.4543676,Ubiquitous robotics in physical human action recognition: A comparison between dynamic ANNs and GP,2008,2008 IEEE International Conference on Robotics and Automation,"Theodoridis, Theodoros, Agapitos, Alexandros, Huosheng Hu, Lucas, Simon M.",,https://doi.org/10.1109/robot.2008.4543676,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.knosys.2025.113577,Dynamic-Aware and Static Context Network for large-scale 3D place recognition,2025,Knowledge-Based Systems,"Liao, Ming, Di, Xiaoguang, Liu, Maozhen, Lv, Teng, Zhang, Xiaofei, Zhu, Runwen",,https://doi.org/10.1016/j.knosys.2025.113577,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.37188/cjlcd.2023-0328,Visual place recognition method based on parallel omni-dimensional dynamic attention mechanism,2024,Chinese Journal of Liquid Crystals and Displays,"Peijin, LIU, , Shujie, LIU, Lin, HE, Lijun, PENG, Xuefeng, FU, ",,https://doi.org/10.37188/cjlcd.2023-0328,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.3390/s25133947,Visual Place Recognition Based on Dynamic Difference and Dual-Path Feature Enhancement,2025,Sensors,"Wang, Guogang, Lv, Yizhen, Zhao, Lijie, Liu, Yunpeng","Aiming at the problem of appearance drift and susceptibility to noise interference in visual place recognition (VPR), we propose DD–DPFE: a Dynamic Difference and Dual-Path Feature Enhancement method. Embedding differential attention mechanisms in the DINOv2 model to mitigate the effects of process interference and adding serial-parallel adapters allows efficient model parameter migration and task adaptation. Our method constructs a two-way feature enhancement module with global–local branching synergy. The global branch employs a dynamic fusion mechanism with a multi-layer Transformer encoder to strengthen the structured spatial representation to cope with appearance changes, while the local branch suppresses the over-response of redundant noise through an adaptive weighting mechanism and fuses the contextual information from the multi-scale feature aggregation module to enhance the robustness of the scene. The experimental results show that the model architecture proposed in this paper is an obvious improvement in different environmental tests. This is most obvious in the simulation test of a night scene, verifying that the proposed method can effectively enhance the discriminative power of the system and its anti-jamming ability in complex scenes.",https://doi.org/10.3390/s25133947,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,planner and cost function,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.5244/c.25.10,Place Recognition and Online Learning in Dynamic Scenes with Spatio-Temporal Landmarks,2011,Procedings of the British Machine Vision Conference 2011,"Johns, Edward, Yang, Guang-Zhong",,https://doi.org/10.5244/c.25.10,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-1-4020-6264-3_9,An Approach for Invariant Clustering and Recognition in Dynamic Environment,None,"Advances and Innovations in Systems, Computing Sciences and Software Engineering","Gavrilov, Andrey, Lee, Sungyoung",,https://doi.org/10.1007/978-1-4020-6264-3_9,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/iros.2017.8206395,What makes a place? Building bespoke place dependent object detectors for robotics,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"Hawke, Jeffrey, Bewley, Alex, Posner, Ingmar",,https://doi.org/10.1109/iros.2017.8206395,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-3-031-43461-7_22,Environmental Sound Recognition in Social Robotics,2023,Lecture Notes in Networks and Systems Ambient Intelligence – Software and Applications – 14th International Symposium on Ambient Intelligence,"Marques-Villarroya, Sara, Sosa-Aleman, Aythami, Castillo, Jose Carlos, Maroto-Gómez, Marcos, Salichs, Miguel Angel",,https://doi.org/10.1007/978-3-031-43461-7_22,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.protcy.2012.05.095,Real Time Gesture Recognition System for Interaction in Dynamic Environment,2012,Procedia Technology,"Rautaray, Siddharth S., Agrawal, Anupam",,https://doi.org/10.1016/j.protcy.2012.05.095,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/itsc57777.2023.10422446,Environment Recognition with FMCW-LiDAR-based Dynamic Occupancy Grid Mapping,2023,2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),"Okuya, Tsubasa, Yoneda, Masaki, Ogawa, Takashi",,https://doi.org/10.1109/itsc57777.2023.10422446,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; map updates are sufficiently local and observable from sensors,sensor noise model,false alarms from temporary clutter; sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1007/978-981-19-4193-1_31,Gesture Recognition System for Real-Time Interaction in Dynamic Environment,2022,Lecture Notes in Networks and Systems Emerging Technologies in Data Mining and Information Security,"Nandy, Meghna, Sinha, Swagata, Halder, Basudev, Bera, Kallol, Dev, Deep Suman",,https://doi.org/10.1007/978-981-19-4193-1_31,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1016/j.jns.2024.123019,Emotion recognition in amyotrophic lateral sclerosis in a dynamic environment,2024,Journal of the Neurological Sciences,"Ceccanti, Marco, Libonati, Laura, Moret, Federica, D'Andrea, Edoardo, Gori, Maria Cristina, Bersani, Francesco Saverio, Inghilleri, Maurizio, Cambieri, Chiara",,https://doi.org/10.1016/j.jns.2024.123019,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.24963/ijcai.2021/603,"Where Is Your Place, Visual Place Recognition?",2021,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,"Garg, Sourav, Fischer, Tobias, Milford, Michael","Visual Place Recognition (VPR) is often characterized as being able to recognize the same place despite significant changes in appearance and viewpoint. VPR is a key component of Spatial Artificial Intelligence, enabling robotic platforms and intelligent augmentation platforms such as augmented reality devices to perceive and understand the physical world. In this paper, we observe that there are three ""drivers"" that impose requirements on spatially intelligent agents and thus VPR systems: 1) the particular agent including its sensors and computational resources, 2) the operating environment of this agent, and 3) the specific task that the artificial agent carries out. In this paper, we characterize and survey key works in the VPR area considering those drivers, including their place representation and place matching choices. We also provide a new definition of VPR based on the visual overlap - akin to spatial view cells in the brain - that enables us to find similarities and differences to other research areas in the robotics and computer vision fields. We identify several open challenges and suggest areas that require more in-depth attention in future works.",https://doi.org/10.24963/ijcai.2021/603,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches; false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1006/jvlc.1994.1011,An Environment for the Specification and Recognition of Dynamic Gestures,1994,Journal of Visual Languages &amp; Computing,"Bordegoni, Monica",,https://doi.org/10.1006/jvlc.1994.1011,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/humanoids.2013.7029985,Person recognition for service robotics applications,2013,2013 13th IEEE-RAS International Conference on Humanoid Robots (Humanoids),"Bormann, Richard, Zwolfer, Thomas, Fischer, Jan, Hampp, Joshua, Hagele, Martin",,https://doi.org/10.1109/humanoids.2013.7029985,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.14445/22315381/ijett-v70i7p235,Evolutionary Optimization with Deep Learning-Driven Visual Place Recognition for Seasonal Variant Environment,2022,International Journal of Engineering Trends and Technology,"P, Sasikumar, S, Sathiamoorthy",,https://doi.org/10.14445/22315381/ijett-v70i7p235,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/icra40945.2020.9197529,Image-Based Place Recognition on Bucolic Environment Across Seasons From Semantic Edge Description,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),"Benbihi, Assia, Aravecchia, Stephanie, Geist, Matthieu, Pradalier, Cedric",,https://doi.org/10.1109/icra40945.2020.9197529,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,training/test appearance distributions overlap,unknown from abstract,domain shift causes missed matches,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1586/erd.10.49,The place of robotics in post-stroke rehabilitation,2010,Expert Review of Medical Devices,"Rosati, Giulio",,https://doi.org/10.1586/erd.10.49,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1109/iros.2007.4399614,Automatic place detection and localization in autonomous robotics,2007,2007 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Chella, Antonio, Macaluso, Irene, Riano, Lorenzo",,https://doi.org/10.1109/iros.2007.4399614,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
place recognition dynamic environment robotics,crossref,10.1080/10598650.2007.11510570,Dynamic Museum Place,2007,Journal of Museum Education,"Leach, Denice Blair",,https://doi.org/10.1080/10598650.2007.11510570,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
